filename,combined_score,text_similarity,skill_score,experience_score,education_score,experience_years,skills_found
25873425.pdf,0.34100330403777124,0.040008260094428115,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving']}"
19164410.pdf,0.3410032952848618,0.0400082382121544,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
11635137.pdf,0.3409612213448688,0.03990305336217186,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
12717345.pdf,0.3409324855307231,0.03983121382680773,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
51554903.pdf,0.34092063406333073,0.03980158515832676,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
29510501.pdf,0.3408884636236079,0.03972115905901979,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
59487170.pdf,0.34088146050904006,0.03970365127260013,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
77828437.pdf,0.34085311563123033,0.03963278907807578,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['analytical']}"
91318828.pdf,0.34084161064064444,0.03960402660161107,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
11121498.pdf,0.34084143269237477,0.03960358173093692,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
13837784.pdf,0.34078034186592776,0.03945085466481932,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
59011090.pdf,0.3407341590825165,0.03933539770629111,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
68338341.pdf,0.34072102010977234,0.039302550274430845,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
10568350.pdf,0.3407182941823635,0.03929573545590863,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
19090468.pdf,0.3406821808295031,0.03920545207375772,0.8333333333333334,0.0,0.75,0,"{'programming': ['java', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['communication']}"
75744306.pdf,0.3406504930333355,0.03912623258333867,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
16223371.pdf,0.3406259587137437,0.03906489678435919,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
27715131.pdf,0.34059554529085584,0.03898886322713953,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
33964275.pdf,0.3405952549511882,0.03898813737797045,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'creative']}"
22510753.pdf,0.3405370088175586,0.03884252204389643,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
25315791.pdf,0.34042787576526856,0.03856968941317137,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
76916835.pdf,0.3403843496563282,0.038460874140820396,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
63282405.pdf,0.340359140957402,0.03839785239350493,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
58428843.pdf,0.3403292145503352,0.03832303637583804,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
27796199.pdf,0.34031805321538566,0.03829513303846417,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
29425788.pdf,0.3402827079896087,0.038206769974021684,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
12791244.pdf,0.3401378911026597,0.03784472775664922,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
17847636.pdf,0.34013468097138844,0.037836702428471015,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
70603826.pdf,0.3401164154847124,0.03779103871178089,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
23004695.pdf,0.34011583028542935,0.037789575713573345,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
29211359.pdf,0.34008840281646907,0.0377210070411727,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
26942552.pdf,0.3400274535208866,0.037568633802216464,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
20552814.pdf,0.3400034283957675,0.03750857098941878,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
28974459.pdf,0.3399983471239283,0.03749586780982068,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
97405769.pdf,0.339982408203954,0.03745602050988495,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
32802563.pdf,0.3399693971777296,0.03742349294432394,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
54259150.pdf,0.3399497618983969,0.037374404745992136,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
11677077.pdf,0.3399213755754083,0.03730343893852077,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
22182279.pdf,0.3398865323598653,0.037216330899663225,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
26234972.pdf,0.3396966471849795,0.03674161796244868,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
27182111.pdf,0.339633809168022,0.03658452292005492,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication']}"
65456466.pdf,0.33958169797118065,0.03645424492795158,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
23591247.pdf,0.3395414867463159,0.03635371686578976,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
69155584.pdf,0.3395297238506064,0.036324309626516026,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
37540732.pdf,0.33944823370992866,0.03612058427482167,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
14413257.pdf,0.3393506384882512,0.03587659622062791,0.8333333333333334,0.0,0.75,0,"{'programming': ['php', 'go'], 'web_development': ['html', 'css', 'express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
25797445.pdf,0.3392290039697548,0.035572509924387055,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
36569713.pdf,0.33918636710207906,0.03546591775519755,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
11336022.pdf,0.33916864503064337,0.03542161257660842,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
14554542.pdf,0.33914057535826525,0.035351438395663085,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
28172023.pdf,0.339130479118087,0.03532619779521754,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
28325193.pdf,0.3391197359484879,0.035299339871219665,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
24592627.pdf,0.33911441691819205,0.035286042295480095,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
16850314.pdf,0.33907961432100864,0.03519903580252151,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['node'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
37473139.pdf,0.33907961432100864,0.03519903580252151,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['node'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
22380187.pdf,0.33907501855418276,0.035187546385456875,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
12334140.pdf,0.3390561021720022,0.03514025543000555,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
16849128.pdf,0.33896673836593794,0.03491684591484487,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
90365216.pdf,0.3389577611490948,0.034894402872737054,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'creative']}"
11842274.pdf,0.33894623320585915,0.034865583014647795,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'creative']}"
25422388.pdf,0.3388851524808558,0.03471288120213949,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
25328428.pdf,0.3388263246078117,0.034565811519529234,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
14445309.pdf,0.33881530270128596,0.03453825675321492,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
19724031.pdf,0.3387617822857924,0.03440445571448091,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
28522529.pdf,0.3386882541976053,0.15922063549401327,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
15293959.pdf,0.33861319722953115,0.034032993073827886,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'teamwork']}"
10734870.pdf,0.33850179111887224,0.03375447779718053,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication']}"
21916744.pdf,0.33848104044392474,0.033702601109811846,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
22855060.pdf,0.33840988012281037,0.033524700307025916,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
89512321.pdf,0.3383675358998136,0.09591883974953401,0.5,0.375,0.75,3,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
28092317.pdf,0.3383365841201793,0.03334146030044826,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
