filename,combined_score,text_similarity,skill_score,experience_score,education_score,experience_years,skills_found
11958994.pdf,0.34544860266471433,0.05112150666178581,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving']}"
13352113.pdf,0.3454273790424678,0.0510684476061694,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
10816645.pdf,0.3454236007438168,0.05105900185954197,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
12092347.pdf,0.3454231307718795,0.051057826929698714,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
24828381.pdf,0.3454013484253128,0.05100337106328188,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
18436190.pdf,0.3453294046385955,0.05082351159648881,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
14150896.pdf,0.34532458914430575,0.05081147286076429,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
23568641.pdf,0.3453242555443122,0.05081063886078037,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'teamwork']}"
81310245.pdf,0.3452797759017663,0.05069943975441569,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
24905947.pdf,0.34526034813183487,0.050650870329587205,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
97169343.pdf,0.34524926050575616,0.05062315126439033,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
20544228.pdf,0.34521934445398894,0.05054836113497229,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['vue'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
19402977.pdf,0.3452001674460617,0.05050041861515426,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
31552617.pdf,0.34519829891441145,0.05049574728602859,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
76530505.pdf,0.34518304993206417,0.05045762483016044,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
31850269.pdf,0.34516178823280663,0.050404470582016594,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
12059610.pdf,0.34503130803144005,0.050078270078600044,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
15918496.pdf,0.3450211427701453,0.05005285692536323,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
76010167.pdf,0.34498016532158154,0.04995041330395376,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
11995013.pdf,0.34488902830771007,0.04972257076927515,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
14256329.pdf,0.34478621249924135,0.04946553124810332,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
23782450.pdf,0.3447214602237644,0.04930365055941095,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
22675694.pdf,0.3446488863050188,0.049122215762546946,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'creative']}"
30642458.pdf,0.344630025819851,0.049075064549627526,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
71772815.pdf,0.344608438104284,0.049021095260709885,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
12019284.pdf,0.34458661617098574,0.048966540427464345,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
69859102.pdf,0.34451379315340236,0.048784482883505835,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
30504149.pdf,0.3445135783114637,0.048783945778659216,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
42164460.pdf,0.34449762809419243,0.0487440702354811,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
13812481.pdf,0.3444737013811659,0.04868425345291475,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
50324968.pdf,0.34442830143065367,0.048570753576634165,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving']}"
65864767.pdf,0.3444078507253892,0.048519626813473035,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
29449419.pdf,0.344375453227571,0.04843863306892746,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
54201930.pdf,0.34435126242316527,0.04837815605791312,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
32799518.pdf,0.34432193402892414,0.04830483507231035,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
27040860.pdf,0.34418930051521246,0.04797325128803108,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving']}"
19156751.pdf,0.3441583669949386,0.04789591748734647,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
23015611.pdf,0.3441535076302296,0.047883769075574,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
15932017.pdf,0.3441408208556641,0.04785205213916024,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
13234267.pdf,0.3441270044015528,0.04781751100388201,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
38642923.pdf,0.34410841132323894,0.047771028308097305,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
26676567.pdf,0.3440867202821448,0.047716800705361995,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
17688766.pdf,0.34405941423256836,0.047648535581420855,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
25990239.pdf,0.34403497248273185,0.11008743120682972,0.6666666666666666,0.0,1.0,0,"{'programming': ['php', 'go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
16985289.pdf,0.3440190468323894,0.047547617080973395,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
19558834.pdf,0.344010873601631,0.04752718400407749,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
25974844.pdf,0.34401044072946163,0.04752610182365401,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
25023614.pdf,0.34399315799837293,0.047482894995932334,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
16407619.pdf,0.3439082815671988,0.047270703917997,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
36694627.pdf,0.34383644072606956,0.04709110181517392,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
40987524.pdf,0.34382701458382836,0.047067536459570854,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
17987433.pdf,0.343825021126766,0.047062552816914946,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': ['react'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
34419403.pdf,0.3437447354957483,0.04686183873937071,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
20565486.pdf,0.34361788695197865,0.0465447173799466,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
14346702.pdf,0.3436103635928165,0.04652590898204116,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
11257723.pdf,0.3435835956417593,0.04645898910439813,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
23814777.pdf,0.3435723262771655,0.04643081569291374,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
15053703.pdf,0.34357223409461407,0.04643058523653521,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
53265899.pdf,0.34355920471996343,0.04639801179990856,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'analytical', 'creative']}"
10070224.pdf,0.3435518679155334,0.04637966978883344,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
67501448.pdf,0.34351692494458785,0.04629231236146956,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'teamwork', 'creative']}"
10464113.pdf,0.34349511790037496,0.046237794750937394,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
24770846.pdf,0.34347013175177205,0.046175329379430065,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
24516163.pdf,0.34345632973972384,0.04614082434930962,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
15145575.pdf,0.34339498679125274,0.045987466978131795,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': ['node'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
17545780.pdf,0.3433875583635601,0.04596889590890018,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'teamwork', 'creative']}"
19473948.pdf,0.34335709073023507,0.045892726825587586,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
18480859.pdf,0.3433186691913888,0.04579667297847198,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication']}"
13264154.pdf,0.34320628249250046,0.04551570623125108,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
33704389.pdf,0.3431148130928991,0.04528703273224774,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
96547039.pdf,0.34304681775248963,0.04511704438122402,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
25694422.pdf,0.3430063660270023,0.04501591506750571,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
87118391.pdf,0.34300429883840844,0.04501074709602104,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
69005326.pdf,0.34291912906438593,0.04479782266096486,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
14036515.pdf,0.342911216766164,0.04477804191540998,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
18979238.pdf,0.34289593062504475,0.044739826562611835,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical', 'creative']}"
90685127.pdf,0.3428906472632173,0.0447266181580431,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical', 'creative']}"
23032276.pdf,0.34277203709704207,0.04443009274260516,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
32977530.pdf,0.3427474520792839,0.04436863019820979,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
19508520.pdf,0.3427453753662622,0.044363438415655536,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
38860712.pdf,0.34273410747450433,0.04433526868626075,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'analytical']}"
17286050.pdf,0.3427249776549175,0.04431244413729369,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
24695561.pdf,0.3427172014297635,0.04429300357440867,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
34033933.pdf,0.34265666789744537,0.044141669743613325,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
24219583.pdf,0.3425994693794566,0.04399867344864147,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
29784524.pdf,0.3425236009264429,0.043809002316107216,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
15917885.pdf,0.34232659374656516,0.04331648436641285,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
31273413.pdf,0.34232646501108277,0.043316162527706877,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'creative']}"
11704150.pdf,0.3423097627879363,0.04327440696984064,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
49486820.pdf,0.34230877626752654,0.04327194066881635,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
63145386.pdf,0.34225948004419604,0.16814870011049016,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
29332616.pdf,0.34216816079073925,0.04292040197684814,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
24491862.pdf,0.342154646084956,0.042886615212389956,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
19405513.pdf,0.3421238281443228,0.167809570360807,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': []}"
12668625.pdf,0.3420974411212174,0.04274360280304354,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
17422560.pdf,0.34203697142302397,0.04259242855755993,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
10235429.pdf,0.3419740248615018,0.042435062153754435,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
28321954.pdf,0.3419664739283893,0.042416184820973216,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
20400279.pdf,0.34195623322565416,0.04239058306413537,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
28111403.pdf,0.34192397760773396,0.04230994401933494,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
81125166.pdf,0.3419232693683635,0.04230817342090869,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
42304307.pdf,0.3418620592827859,0.04215514820696472,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
66832845.pdf,0.34183507334870344,0.04208768337175861,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['node'], 'data_science': ['r'], 'databases': [], 'cloud': ['azure'], 'soft_skills': ['communication']}"
25070914.pdf,0.3417854505529326,0.04196362638233146,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'creative']}"
41590605.pdf,0.34174535376837184,0.041863384420929566,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
27549075.pdf,0.34171883231271605,0.04179708078179004,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
30163002.pdf,0.3416228721352952,0.04155718033823799,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
25482567.pdf,0.3415806193051449,0.04145154826286223,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
85766635.pdf,0.341572855481003,0.041432138702507594,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
30311202.pdf,0.3415475054476835,0.04136876361920866,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
13367322.pdf,0.3414314816676942,0.041078704169235564,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
22968380.pdf,0.3413559533201314,0.04088988330032845,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
12814706.pdf,0.34132019301511035,0.04080048253777592,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
31362807.pdf,0.34128271728964044,0.04070679322410109,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
91533580.pdf,0.3412537892203464,0.04063447305086599,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
25543217.pdf,0.34122090454132853,0.04055226135332135,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
45462344.pdf,0.3412198644366059,0.040549661091514665,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
21550454.pdf,0.34121186942265885,0.040529673556647036,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
11360471.pdf,0.34117655009119585,0.040441375227989636,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
17539842.pdf,0.341159215850121,0.040398039625302425,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
25839123.pdf,0.3411544871241907,0.04038621781047682,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
19374660.pdf,0.34111416286018986,0.040285407150474566,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
34317538.pdf,0.34109998176301864,0.10274995440754661,0.6666666666666666,0.0,1.0,0,"{'programming': ['go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': []}"
26530696.pdf,0.34104655559978964,0.04011638899947399,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
